account_id,plan,usage_90d,usage_30d,usage_delta_pct,critical_tickets_30d,nps,on_time_payment_ratio,late_payments_6m,arr_usd,churned_60d,expansion_prob_proxy
ACC-0570,pro,925.17,1181.44,0.277,1,-0.6,1.0,2,31983.49,1,0.5295
ACC-0571,basic,720.74,705.68,-0.0209,1,27.9,1.0,0,22207.62,1,0.5645
ACC-0572,enterprise,1149.73,1065.71,-0.0731,0,40.7,0.802,5,1500.0,1,0.492
ACC-0573,pro,1153.65,1839.92,0.5949,0,13.9,0.963,0,12808.19,0,0.7353
ACC-0574,pro,815.65,886.39,0.0867,0,77.9,0.967,1,1500.0,0,0.8025
ACC-0575,enterprise,638.66,537.57,-0.1583,0,62.3,0.947,0,27660.9,0,0.6167
ACC-0576,pro,1808.45,1532.23,-0.1527,1,43.7,0.948,1,31549.76,0,0.5837
ACC-0577,enterprise,1114.4,883.28,-0.2074,2,88.8,0.936,2,27848.22,1,0.6715
ACC-0578,pro,743.7,896.94,0.206,1,-10.0,1.0,1,12188.93,1,0.4646
ACC-0579,enterprise,1320.58,1214.71,-0.0802,0,34.8,1.0,0,27702.81,0,0.5251
ACC-0580,basic,961.8,988.75,0.028,0,46.0,0.773,0,16948.29,0,0.6699
ACC-0581,pro,911.49,898.76,-0.014,2,7.6,0.995,0,6926.62,1,0.4508
ACC-0582,pro,1196.8,1389.39,0.1609,2,44.0,1.0,0,35128.95,0,0.6941
ACC-0583,basic,547.84,445.79,-0.1863,3,1.8,0.938,0,36270.42,1,0.3228
ACC-0584,basic,1123.42,857.59,-0.2366,0,55.7,1.0,0,38233.43,1,0.6419
ACC-0585,enterprise,1669.53,1751.92,0.0493,0,66.7,0.923,0,14874.77,0,0.6991
ACC-0586,pro,1163.16,1316.95,0.1322,2,43.2,0.924,1,41690.43,0,0.6672
ACC-0587,basic,868.33,931.85,0.0732,1,-20.6,0.915,0,16596.27,1,0.3543
ACC-0588,basic,822.51,676.04,-0.1781,1,6.0,0.658,1,33802.52,1,0.3538
ACC-0589,basic,856.38,984.02,0.149,2,51.9,0.89,1,16336.31,1,0.7007
ACC-0590,basic,911.11,762.01,-0.1636,0,35.6,0.82,1,20640.27,0,0.5424
ACC-0591,enterprise,867.77,768.2,-0.1147,1,-45.8,0.758,2,1500.0,1,0.1429
ACC-0592,pro,1320.71,1046.44,-0.2077,0,72.3,1.0,0,19471.3,0,0.7157
ACC-0593,basic,393.38,505.98,0.2863,1,39.1,0.961,0,25366.35,0,0.7208
ACC-0594,pro,1301.7,1483.1,0.1394,1,10.4,0.896,1,17849.26,0,0.5324
ACC-0595,basic,867.11,982.52,0.1331,1,64.8,0.832,0,50342.82,0,0.7629
ACC-0596,basic,1131.93,1442.52,0.2744,0,14.7,0.936,1,6563.01,0,0.6209
ACC-0597,pro,605.55,980.26,0.6188,0,14.3,1.0,0,15546.28,0,0.7445
ACC-0598,pro,1465.02,914.13,-0.376,0,45.8,0.801,1,10426.91,0,0.567
ACC-0599,enterprise,1435.97,1202.71,-0.1624,0,88.4,0.899,3,15543.35,0,0.7009
ACC-0600,pro,1335.86,1154.77,-0.1356,0,83.7,1.0,0,39471.2,0,0.7715
ACC-0601,pro,469.84,381.89,-0.1872,0,45.8,0.668,2,46170.48,0,0.5698
ACC-0602,pro,1290.19,984.33,-0.2371,2,48.9,0.893,0,13488.11,0,0.5713
ACC-0603,enterprise,1141.7,1066.43,-0.0659,0,58.7,0.848,0,13154.89,0,0.6293
ACC-0604,pro,438.16,320.88,-0.2677,3,-2.7,0.884,0,6643.07,1,0.2983
ACC-0605,enterprise,991.5,1064.58,0.0737,1,54.3,0.84,0,43594.28,0,0.6451
ACC-0606,pro,1127.59,1140.41,0.0114,0,13.0,0.917,0,40815.07,0,0.528
ACC-0607,enterprise,1194.63,1321.05,0.1058,1,44.6,1.0,1,22410.27,0,0.6147
ACC-0608,basic,1062.04,1180.67,0.1117,1,28.2,0.861,2,3058.51,1,0.5856
ACC-0609,pro,1101.93,1248.11,0.1327,0,50.0,0.935,1,4400.06,0,0.7251
ACC-0610,pro,1515.76,1391.24,-0.0821,1,38.5,1.0,0,26559.44,0,0.6005
ACC-0611,pro,1429.11,2096.01,0.4667,1,-57.2,0.834,2,32240.07,1,0.3158
ACC-0612,pro,80.0,84.13,0.0516,1,40.4,1.0,2,1500.0,0,0.6394
ACC-0613,enterprise,888.9,524.67,-0.4097,0,54.3,0.901,2,19180.35,0,0.5278
ACC-0614,enterprise,942.37,734.56,-0.2205,1,48.4,1.0,3,48274.44,0,0.4928
ACC-0615,basic,386.77,238.67,-0.3829,1,31.9,0.99,1,20737.36,0,0.4775
ACC-0616,pro,1032.96,1036.9,0.0038,0,84.3,0.937,2,46344.57,0,0.7974
ACC-0617,pro,1437.07,1398.56,-0.0268,0,44.3,0.892,1,33735.69,0,0.649
ACC-0618,basic,619.7,555.84,-0.1031,1,48.1,0.825,0,7735.81,1,0.6172
ACC-0619,basic,1117.74,1612.23,0.4424,1,66.3,0.909,0,19609.93,0,0.8392
ACC-0620,basic,679.46,761.52,0.1208,0,45.9,1.0,0,22069.59,1,0.7097
ACC-0621,pro,764.83,887.01,0.1597,1,8.1,0.898,1,9712.33,1,0.529
ACC-0622,pro,1517.09,1206.33,-0.2048,2,-38.2,0.862,1,9451.98,1,0.1868
ACC-0623,enterprise,810.1,632.03,-0.2198,0,20.7,0.87,2,46601.53,0,0.3796
ACC-0624,pro,1161.77,1171.18,0.0081,0,57.8,1.0,3,9339.59,0,0.7065
ACC-0625,enterprise,345.07,358.21,0.0381,0,24.4,1.0,0,40176.54,0,0.5214
ACC-0626,pro,1651.81,977.23,-0.4084,2,59.0,0.82,0,17452.73,0,0.5968
ACC-0627,pro,1210.93,1162.89,-0.0397,2,39.5,0.82,1,23615.41,0,0.5759
ACC-0628,basic,936.13,939.02,0.0031,0,73.6,0.946,1,32427.67,0,0.766
ACC-0629,pro,1201.44,1144.57,-0.0473,0,26.1,1.0,1,15021.62,1,0.5643
ACC-0630,enterprise,506.56,415.92,-0.1789,1,49.0,1.0,3,32518.56,0,0.5069
ACC-0631,enterprise,1413.89,1246.06,-0.1187,5,50.2,0.75,2,1500.0,1,0.4376
ACC-0632,enterprise,886.61,852.11,-0.0389,4,80.0,0.868,2,30595.61,0,0.6495
ACC-0633,basic,928.58,947.12,0.02,1,-16.2,0.788,0,1500.0,0,0.3454
ACC-0634,basic,827.92,938.08,0.1331,2,21.2,0.868,1,20597.3,1,0.5487
ACC-0635,basic,796.77,986.24,0.2378,2,60.5,1.0,1,36813.64,0,0.7657
ACC-0636,basic,1243.13,1162.63,-0.0648,4,81.4,0.729,0,33334.43,1,0.7129
ACC-0637,pro,1089.57,980.22,-0.1004,1,42.2,0.706,1,4523.84,0,0.579
ACC-0638,pro,1228.11,1346.36,0.0963,1,26.2,0.801,0,6455.03,1,0.5971
ACC-0639,pro,996.92,1130.89,0.1344,2,57.7,0.934,1,13669.92,0,0.7284
ACC-0640,enterprise,1179.62,1066.94,-0.0955,0,61.1,0.974,0,26793.24,0,0.6339
ACC-0641,pro,853.4,1001.8,0.1739,0,24.2,0.952,1,1500.0,0,0.6355
ACC-0642,enterprise,1780.41,2164.1,0.2155,2,44.9,1.0,1,23801.65,1,0.6398
ACC-0643,basic,451.22,579.45,0.2842,1,70.4,0.688,0,28671.44,0,0.8123
ACC-0644,basic,1441.33,2005.22,0.3912,1,91.7,1.0,2,19754.44,0,0.8797
ACC-0645,pro,1478.77,1196.9,-0.1906,0,57.3,0.863,1,31879.81,0,0.6459
ACC-0646,enterprise,701.74,703.89,0.0031,0,36.3,0.988,4,27355.86,0,0.5267
ACC-0647,basic,1780.25,1784.66,0.0025,1,33.4,0.741,1,15875.19,1,0.5697
ACC-0648,pro,1348.42,1319.33,-0.0216,2,51.7,0.901,2,1500.0,1,0.6372
ACC-0649,pro,1339.9,1148.51,-0.1428,0,31.5,0.928,0,26001.2,0,0.5582
ACC-0650,basic,1009.81,679.78,-0.3268,0,40.7,1.0,0,9703.87,0,0.564
ACC-0651,pro,923.97,942.81,0.0204,1,3.3,0.71,0,15324.86,0,0.4437
ACC-0652,enterprise,926.71,770.06,-0.169,1,73.9,0.904,0,31186.86,0,0.6478
ACC-0653,pro,1136.69,1158.19,0.0189,0,0.8,0.77,3,45260.0,1,0.4227
ACC-0654,basic,1490.42,1230.06,-0.1747,0,22.0,0.961,1,23429.1,0,0.4802
ACC-0655,enterprise,1063.46,806.18,-0.2419,0,37.9,0.993,4,32310.97,0,0.4483
ACC-0656,basic,680.99,716.1,0.0515,2,94.7,1.0,2,2332.81,0,0.8191
ACC-0657,enterprise,1288.55,1331.33,0.0332,4,22.3,0.836,1,27682.85,1,0.4005
ACC-0658,basic,1322.4,1490.93,0.1274,2,15.0,1.0,0,23101.41,1,0.5377
ACC-0659,pro,1229.13,1820.21,0.4809,1,18.5,1.0,1,42438.41,0,0.7028
ACC-0660,basic,1260.92,1337.85,0.061,2,84.8,0.703,1,15893.12,0,0.7861
ACC-0661,basic,905.18,1001.77,0.1067,2,-49.4,0.973,1,20375.44,0,0.2278
ACC-0662,enterprise,674.85,514.87,-0.2371,3,4.9,1.0,2,39882.22,0,0.2589
ACC-0663,basic,696.13,499.04,-0.2831,1,100.0,0.869,0,22619.49,0,0.7863
ACC-0664,basic,427.59,576.48,0.3482,0,52.7,0.755,3,7367.38,0,0.7714
ACC-0665,basic,1082.93,862.92,-0.2032,0,1.8,1.0,1,62274.5,1,0.3721
ACC-0666,pro,970.79,747.83,-0.2297,0,33.7,0.756,1,7821.11,1,0.5194
ACC-0667,enterprise,846.0,838.73,-0.0086,0,37.0,0.879,0,23029.5,0,0.5558
ACC-0668,enterprise,80.0,78.41,-0.0198,2,60.4,0.895,2,29200.32,1,0.6078
ACC-0669,basic,563.44,451.57,-0.1986,1,90.2,0.986,0,28014.26,0,0.7635
ACC-0670,pro,1392.29,1298.88,-0.0671,0,46.7,0.825,0,21153.84,0,0.6494
ACC-0671,basic,767.38,974.93,0.2705,0,18.8,0.818,0,21228.59,0,0.64
ACC-0672,pro,1126.21,926.51,-0.1773,0,58.6,0.912,0,20476.02,1,0.6666
ACC-0673,enterprise,513.26,355.89,-0.3066,0,14.1,1.0,1,7260.99,1,0.3599
ACC-0674,pro,1503.55,1815.34,0.2074,0,4.0,1.0,4,56253.29,0,0.5235
ACC-0675,pro,949.59,1052.44,0.1083,0,-17.8,0.719,0,20700.14,1,0.3984
ACC-0676,basic,1101.51,951.14,-0.1365,0,-12.0,0.938,0,32953.96,1,0.3386
ACC-0677,enterprise,1814.02,1182.6,-0.3481,3,8.1,0.77,2,18980.21,0,0.2524
ACC-0678,pro,1530.75,1279.99,-0.1638,1,-0.3,1.0,0,18678.54,1,0.3749
ACC-0679,basic,892.7,881.96,-0.012,1,44.4,0.787,1,17168.35,1,0.6212
ACC-0680,basic,792.37,995.58,0.2564,1,-1.0,0.819,1,1500.0,0,0.5064
ACC-0681,basic,886.06,684.0,-0.228,1,-59.3,0.829,1,21590.68,1,0.1381
ACC-0682,basic,1178.46,1156.55,-0.0186,3,3.7,0.891,0,17894.89,1,0.3895
ACC-0683,basic,963.17,1106.23,0.1485,1,20.8,0.939,1,41572.87,0,0.5817
ACC-0684,pro,861.66,410.26,-0.5239,2,16.8,0.958,0,6049.5,0,0.3838
ACC-0685,pro,1513.51,1857.74,0.2274,0,80.6,0.899,1,15342.79,0,0.8363
ACC-0686,basic,960.03,710.29,-0.2601,2,16.6,0.74,0,10523.39,0,0.3848
ACC-0687,pro,1804.86,1936.68,0.073,1,61.4,0.987,0,45637.96,0,0.745
ACC-0688,enterprise,1031.76,1087.75,0.0543,1,34.4,0.894,0,10958.87,0,0.5517
ACC-0689,pro,1624.86,2012.57,0.2386,1,33.7,1.0,0,32434.5,0,0.6926
ACC-0690,pro,1125.06,1261.42,0.1212,0,9.9,0.815,1,38552.42,0,0.5388
ACC-0691,basic,1337.04,637.76,-0.523,1,33.2,0.708,2,21808.16,1,0.4357
ACC-0692,enterprise,746.39,617.52,-0.1727,2,12.0,0.896,2,3347.83,1,0.3111
ACC-0693,basic,701.18,722.5,0.0304,2,40.1,1.0,0,3537.69,0,0.6223
ACC-0694,basic,1160.9,1111.1,-0.0429,2,27.9,0.919,2,36896.46,1,0.5016
ACC-0695,enterprise,1345.99,1487.42,0.1051,0,6.7,0.876,0,5091.09,0,0.4556
ACC-0696,pro,1014.09,1190.2,0.1737,1,64.8,0.796,1,29880.4,0,0.7711
ACC-0697,pro,549.76,623.35,0.1339,1,47.8,1.0,4,25715.24,0,0.6827
ACC-0698,pro,523.91,499.21,-0.0471,1,21.6,0.776,2,29656.99,1,0.4898
ACC-0699,pro,500.5,297.2,-0.4062,2,39.4,0.813,0,31073.77,0,0.497
ACC-0700,basic,381.33,343.12,-0.1002,0,32.5,0.968,0,9994.94,0,0.5737
ACC-0701,basic,1038.32,1133.43,0.0916,1,9.0,0.677,0,9367.08,0,0.4894
ACC-0702,basic,1393.77,1059.4,-0.2399,1,37.1,1.0,1,34723.91,1,0.5216
ACC-0703,basic,995.3,1133.53,0.1389,1,16.4,0.975,3,14559.83,1,0.5344
ACC-0704,enterprise,208.85,250.59,0.1998,1,6.7,1.0,1,1500.0,1,0.4713
ACC-0705,basic,933.23,959.28,0.0279,1,-13.7,0.967,0,33731.33,0,0.3735
ACC-0706,pro,943.02,307.39,-0.674,1,24.2,0.881,0,8456.08,0,0.4195
ACC-0707,pro,1733.6,1246.15,-0.2812,0,52.0,0.772,0,31007.04,0,0.6153
ACC-0708,pro,490.0,693.33,0.415,0,14.2,0.883,0,44892.33,1,0.6794
ACC-0709,pro,863.26,759.47,-0.1202,2,100.0,0.783,1,24251.44,1,0.796
ACC-0710,pro,1597.05,899.92,-0.4365,1,61.6,0.958,0,38936.49,0,0.6378
ACC-0711,enterprise,1157.49,1472.05,0.2718,1,74.1,0.997,0,26306.97,0,0.7766
ACC-0712,pro,1197.16,1200.68,0.0029,2,58.9,1.0,1,47811.44,1,0.694
ACC-0713,enterprise,1040.1,1292.94,0.2431,1,90.6,0.945,0,8068.39,0,0.8138
ACC-0714,enterprise,1115.48,1183.45,0.0609,3,11.4,1.0,0,23876.78,1,0.4052
ACC-0715,pro,1272.16,1400.5,0.1009,0,-41.8,0.864,3,34097.42,1,0.2674
ACC-0716,basic,716.68,773.92,0.0799,2,21.6,0.843,2,21143.82,1,0.5142
ACC-0717,pro,1307.32,1507.93,0.1534,2,51.7,0.957,1,41283.28,0,0.7123
ACC-0718,basic,519.45,779.71,0.501,1,39.5,0.854,1,17519.41,0,0.7729
ACC-0719,pro,1114.93,1353.1,0.2136,0,43.3,0.932,0,55040.57,1,0.7295
ACC-0720,enterprise,1062.56,693.13,-0.3477,0,74.6,0.773,2,55832.96,1,0.622
ACC-0721,pro,784.3,861.37,0.0983,2,46.5,0.794,1,28231.08,1,0.6609
ACC-0722,pro,992.06,1241.19,0.2511,1,59.0,0.976,2,32289.02,1,0.7738
ACC-0723,basic,782.11,989.05,0.2646,3,6.8,1.0,1,41875.07,1,0.5166
ACC-0724,enterprise,624.9,566.26,-0.0939,1,2.1,0.782,0,6192.04,1,0.3294
ACC-0725,basic,876.23,1100.8,0.2563,2,83.4,0.98,1,4320.0,0,0.8364
ACC-0726,basic,613.6,738.84,0.2041,0,38.0,0.836,1,42846.28,0,0.6915
ACC-0727,basic,1112.98,1742.87,0.566,1,16.3,0.902,0,28109.83,0,0.7176
ACC-0728,basic,597.47,498.89,-0.165,1,16.4,1.0,1,20602.42,0,0.4349
ACC-0729,pro,1249.19,1109.75,-0.1116,0,15.5,0.997,1,24166.85,0,0.4858
ACC-0730,pro,586.48,546.98,-0.0673,1,13.7,0.996,1,1500.0,0,0.4717
ACC-0731,basic,801.8,715.32,-0.1078,1,-3.5,1.0,2,21141.57,0,0.3498
ACC-0732,basic,781.39,628.39,-0.1958,1,-10.0,0.816,2,12704.3,1,0.2804
ACC-0733,basic,1463.8,574.12,-0.6078,1,29.1,0.782,3,37771.07,1,0.404
ACC-0734,basic,1115.6,1008.91,-0.0956,2,17.2,0.813,4,38925.46,1,0.3981
ACC-0735,basic,925.89,1001.13,0.0813,1,68.2,0.869,0,32650.2,0,0.7615
ACC-0736,pro,1174.55,1047.1,-0.1085,1,43.8,0.617,1,29931.88,0,0.5767
ACC-0737,basic,262.48,374.24,0.4258,1,43.0,0.875,3,1539.8,0,0.7518
ACC-0738,basic,984.9,987.8,0.0029,1,12.7,0.835,1,32859.65,0,0.4722
ACC-0739,basic,1699.13,2181.73,0.284,0,31.4,0.994,1,33440.97,0,0.6983
ACC-0740,pro,1046.32,1106.5,0.0575,0,45.8,0.942,1,42677.89,0,0.6863
ACC-0741,basic,1023.77,1209.9,0.1818,0,56.5,0.828,2,55773.15,1,0.7472
ACC-0742,basic,1191.84,1265.06,0.0614,1,32.2,0.971,0,1500.0,0,0.615
ACC-0743,enterprise,1313.46,1708.99,0.3011,1,67.4,0.987,0,18172.85,0,0.7634
ACC-0744,basic,300.89,304.59,0.0123,0,35.2,0.808,2,12866.0,1,0.5986
ACC-0745,pro,411.19,456.07,0.1091,1,58.8,0.841,0,26587.61,0,0.7405
ACC-0746,pro,1073.6,1160.13,0.0806,3,20.3,0.633,1,24201.03,1,0.4899
ACC-0747,basic,749.79,702.24,-0.0634,0,-19.4,0.769,0,20488.77,1,0.3198
ACC-0748,pro,1459.21,1589.22,0.0891,3,43.1,0.811,0,39414.07,1,0.6328
ACC-0749,pro,889.69,1327.03,0.4916,1,56.8,0.909,1,7478.79,0,0.8252
ACC-0750,enterprise,322.91,303.7,-0.0595,0,52.3,0.787,0,8383.18,0,0.6011
ACC-0751,basic,556.2,607.52,0.0923,1,47.7,0.838,0,8636.62,1,0.6864
ACC-0752,basic,80.0,102.14,0.2767,1,24.5,0.753,1,18595.09,1,0.6357
ACC-0753,basic,918.06,1148.36,0.2509,1,10.8,0.921,0,5571.15,0,0.583
ACC-0754,pro,934.07,936.47,0.0026,1,51.6,0.951,1,23271.43,0,0.6771
ACC-0755,pro,851.44,404.99,-0.5243,1,47.8,0.948,2,21517.65,1,0.5368
ACC-0756,basic,1377.61,1534.21,0.1137,1,18.2,0.901,3,12202.27,1,0.5271
ACC-0757,basic,1419.48,726.37,-0.4883,0,68.3,0.715,0,37106.49,1,0.6582
ACC-0758,enterprise,940.36,1244.46,0.3234,0,8.5,0.826,0,23107.49,0,0.5454
ACC-0759,basic,252.86,262.28,0.0373,0,17.5,0.851,2,39939.71,0,0.5239
ACC-0760,pro,1216.05,1483.49,0.2199,0,84.1,0.852,1,21074.25,0,0.8422
ACC-0761,pro,1194.38,957.33,-0.1985,1,61.1,0.909,0,23637.08,0,0.6541
ACC-0762,basic,1108.29,729.75,-0.3416,0,24.3,1.0,1,15558.26,0,0.468
ACC-0763,basic,1343.52,1420.59,0.0574,1,43.6,0.997,2,23894.3,0,0.6479
ACC-0764,basic,592.31,587.93,-0.0074,0,39.6,0.781,1,34683.47,0,0.6206
ACC-0765,enterprise,1703.06,1518.9,-0.1081,1,-47.4,0.981,2,17829.99,1,0.147
ACC-0766,basic,664.2,676.57,0.0186,0,7.8,0.977,0,31776.18,1,0.5005
ACC-0767,basic,1262.23,2030.72,0.6088,4,33.5,0.803,0,11808.8,0,0.745
ACC-0768,basic,409.43,484.6,0.1836,0,24.3,1.0,0,35385.76,0,0.6433
ACC-0769,basic,674.41,830.12,0.2309,0,42.4,0.881,1,15301.41,0,0.7191
ACC-0770,pro,1530.73,1814.93,0.1857,0,68.9,0.731,1,36775.2,0,0.7939
ACC-0771,basic,908.69,1204.45,0.3255,0,25.4,0.955,0,24914.65,1,0.6927
ACC-0772,pro,1293.97,1239.86,-0.0418,0,3.3,0.926,0,46814.31,1,0.4588
ACC-0773,pro,1082.93,593.4,-0.452,1,44.7,0.873,0,6688.98,0,0.548
ACC-0774,enterprise,963.26,923.3,-0.0415,0,25.2,0.896,1,1857.35,0,0.4792
ACC-0775,basic,1477.35,1741.18,0.1786,1,30.3,0.814,0,14756.74,1,0.6399
ACC-0776,enterprise,917.17,721.49,-0.2134,1,26.2,0.973,0,3230.84,1,0.4155
ACC-0777,pro,376.74,362.12,-0.0388,1,100.0,0.895,1,3258.98,0,0.826
ACC-0778,basic,718.87,609.46,-0.1522,1,-32.2,0.92,1,33323.26,1,0.225
ACC-0779,pro,1192.92,1587.11,0.3304,0,23.3,0.943,1,23937.32,0,0.6848
ACC-0780,enterprise,1138.43,1326.13,0.1649,1,34.9,0.761,2,16804.79,0,0.5685
ACC-0781,basic,451.53,516.25,0.1433,0,11.6,0.793,2,18195.56,0,0.5329
ACC-0782,enterprise,746.48,848.56,0.1368,1,62.0,0.635,2,15041.44,0,0.6735
ACC-0783,pro,796.4,789.87,-0.0082,1,59.4,0.968,2,48755.54,1,0.6986
ACC-0784,pro,872.09,909.99,0.0435,0,33.6,0.755,2,12967.41,0,0.6079
ACC-0785,enterprise,518.43,383.25,-0.2607,1,26.9,0.916,1,4167.99,1,0.3978
ACC-0786,basic,780.07,404.84,-0.481,1,31.6,0.945,2,35940.76,0,0.4494
ACC-0787,enterprise,744.99,769.58,0.033,0,31.9,0.972,0,20763.67,0,0.5523
ACC-0788,basic,1270.04,1360.56,0.0713,0,32.6,0.756,3,54581.61,0,0.5942
ACC-0789,pro,1283.19,1624.57,0.266,4,29.4,0.892,1,16106.92,1,0.6084
ACC-0790,pro,948.97,1277.02,0.3457,2,42.6,1.0,0,36689.76,0,0.7456
ACC-0791,basic,862.79,1160.79,0.3454,1,57.6,1.0,2,40232.96,0,0.7899
ACC-0792,pro,1048.97,818.66,-0.2196,1,-1.9,1.0,2,16179.96,1,0.3299
ACC-0793,basic,714.2,658.85,-0.0775,1,3.5,0.94,0,12856.19,1,0.4134
ACC-0794,basic,598.61,661.87,0.1057,1,-17.5,0.779,2,35120.5,1,0.3501
ACC-0795,basic,670.92,1044.64,0.557,2,61.0,0.986,2,32623.38,0,0.8374
ACC-0796,basic,777.82,1031.09,0.3256,0,42.5,0.881,1,2840.85,1,0.747
ACC-0797,basic,592.78,738.77,0.2463,2,50.2,0.967,0,7073.47,1,0.7369
ACC-0798,basic,1056.72,966.57,-0.0853,0,-7.9,0.824,0,1500.0,1,0.3686
ACC-0799,pro,1255.4,1011.47,-0.1943,0,88.5,0.879,3,32930.8,1,0.7539
ACC-0800,pro,444.52,521.67,0.1736,1,16.7,0.92,1,20072.59,0,0.5794
